# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Mar 20 07:19:08 2024
#
# COLUMN StellarName:    Stellar Name
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_lum:         Luminosity [solar]
# COLUMN st_lum_utl:     Utilized Luminosity [solar]
# COLUMN st_dist:        Distance [pc]
# COLUMN hz_inner_au:    Inner HZ Radius [au]
# COLUMN hz_outer_au:    Outer HZ Radius [au]
# COLUMN hz_center_au:   Center HZ Radius [au]
# COLUMN hz_inner_mas:   Inner HZ Radius [mas]
# COLUMN hz_outer_mas:   Outer HZ Radius [mas]
# COLUMN hz_center_mas:  Center HZ Radius [mas]
#
StellarName,st_teff,st_rad,st_lum,st_lum_utl,st_dist,hz_inner_au,hz_outer_au,hz_center_au,hz_inner_mas,hz_outer_mas,hz_center_mas
HAT-P-36,5620.0,1.041,,0.97531,294.42,0.7407,1.7480,0.9876,2.516,5.937,3.354
HAT-P-37,5500.0,0.877,0.61944,0.61944,390.59,0.5903,1.3931,0.7870,1.511,3.567,2.015
HAT-P-38,5330.0,0.923,0.61944,0.61944,255.21,0.5903,1.3931,0.7870,2.313,5.459,3.084
HAT-P-39,6430.0,1.625,4.04576,4.04576,697.00,1.5086,3.5602,2.0114,2.164,5.108,2.886
HAT-P-4,5860.0,,2.69774,2.69774,320.45,1.2319,2.9072,1.6425,3.844,9.072,5.126
HAT-P-40,6080.0,1.940,,4.63996,464.47,1.6155,3.8127,2.1541,3.478,8.209,4.638
HAT-P-41,6390.0,2.050,,6.32132,348.19,1.8857,4.4502,2.5142,5.416,12.781,7.221
HAT-P-42,5743.0,1.530,2.26986,2.26986,405.24,1.1300,2.6667,1.5066,2.788,6.581,3.718
HAT-P-43,5693.0,1.080,,1.10537,528.83,0.7885,1.8609,1.0514,1.491,3.519,1.988
HAT-P-44,5295.0,0.949,0.63973,0.63973,347.85,0.5999,1.4157,0.7998,1.725,4.070,2.299
HAT-P-45,6330.0,1.319,2.51189,2.51189,298.64,1.1887,2.8053,1.5849,3.980,9.393,5.307
HAT-P-46,6120.0,1.396,2.46037,2.46037,290.74,1.1764,2.7763,1.5686,4.046,9.549,5.395
HAT-P-49,6820.0,2.060,,8.28264,350.35,2.1585,5.0940,2.8780,6.161,14.540,8.214
HAT-P-5,5960.0,1.120,,1.42797,303.34,0.8962,2.1151,1.1950,2.955,6.973,3.939
HAT-P-50,6280.0,1.698,4.01000,4.01000,515.46,1.5019,3.5444,2.0025,2.914,6.876,3.885
HAT-P-51,5453.0,0.995,0.79000,0.79000,440.09,0.6666,1.5732,0.8888,1.515,3.575,2.020
HAT-P-52,5131.0,0.893,0.49600,0.49600,361.15,0.5282,1.2466,0.7043,1.463,3.452,1.950
HAT-P-53,5956.0,1.209,1.65000,1.65000,666.80,0.9634,2.2736,1.2845,1.445,3.410,1.926
HAT-P-54,4390.0,0.617,0.12540,0.12540,143.65,0.2656,0.6268,0.3541,1.849,4.363,2.465
HAT-P-55,5804.0,1.105,1.24900,1.24900,511.39,0.8382,1.9781,1.1176,1.639,3.868,2.185
HAT-P-56,6566.0,1.470,,3.62356,320.64,1.4277,3.3693,1.9036,4.453,10.508,5.937
HAT-P-57,6330.0,1.850,,4.95741,279.86,1.6699,3.9409,2.2265,5.967,14.082,7.956
HAT-P-58,6078.0,1.530,2.86000,2.86000,515.59,1.2684,2.9933,1.6912,2.460,5.806,3.280
HAT-P-59,5678.0,1.104,1.13200,1.13200,265.47,0.7980,1.8832,1.0640,3.006,7.094,4.008
HAT-P-6,6570.0,1.620,,4.41152,275.36,1.5753,3.7176,2.1004,5.721,13.501,7.628
HAT-P-60,6212.0,2.197,6.44000,6.44000,233.22,1.9033,4.4918,2.5377,8.161,19.260,10.881
HAT-P-61,5587.0,0.938,0.76700,0.76700,338.84,0.6568,1.5501,0.8758,1.938,4.575,2.585
HAT-P-62,5629.0,1.170,1.23200,1.23200,348.81,0.8325,1.9646,1.1100,2.387,5.632,3.182
HAT-P-63,5400.0,0.966,0.71400,0.71400,4483.05,0.6337,1.4956,0.8450,0.141,0.334,0.188
HAT-P-64,6457.0,1.735,4.66000,4.66000,651.90,1.6190,3.8209,2.1587,2.484,5.861,3.311
HAT-P-65,5872.0,1.666,2.97000,2.97000,738.52,1.2925,3.0504,1.7234,1.750,4.130,2.334
HAT-P-66,6002.0,1.881,4.12000,4.12000,935.46,1.5223,3.5927,2.0298,1.627,3.841,2.170
HAT-P-67,6406.0,2.546,8.68000,8.68000,371.69,2.2096,5.2147,2.9462,5.945,14.030,7.927
HAT-P-68,4508.0,0.670,0.16630,0.16630,202.15,0.3058,0.7218,0.4078,1.513,3.571,2.017
HAT-P-69,7394.0,1.926,10.00000,10.00000,341.26,2.3717,5.5972,3.1623,6.950,16.402,9.266
HAT-P-7,6389.0,2.000,,6.01296,341.08,1.8391,4.3403,2.4521,5.392,12.725,7.189
HAT-P-70,8450.0,1.858,16.70000,16.70000,330.74,3.0649,7.2332,4.0866,9.267,21.870,12.356
HAT-P-8,6200.0,1.570,,3.28596,211.55,1.3595,3.2085,1.8127,6.426,15.167,8.569
HAT-P-9,6350.0,1.338,2.62000,2.62000,455.20,1.2140,2.8650,1.6186,2.667,6.294,3.556
HATS-1,5870.0,1.038,1.10000,1.10000,283.97,0.7866,1.8564,1.0488,2.770,6.537,3.693
HATS-10,5880.0,1.105,1.30918,1.30918,534.89,0.8581,2.0252,1.1442,1.604,3.786,2.139
HATS-11,6563.0,1.540,,3.96961,944.60,1.4943,3.5265,1.9924,1.582,3.733,2.109
HATS-12,6357.0,1.170,,2.01687,746.14,1.0651,2.5137,1.4202,1.428,3.369,1.903
HATS-13,5523.0,0.887,,0.66046,421.86,0.6095,1.4385,0.8127,1.445,3.410,1.926
HATS-14,5346.0,0.933,,0.64147,513.01,0.6007,1.4176,0.8009,1.171,2.763,1.561
HATS-15,5311.0,0.922,0.62500,0.62500,1139.55,0.5929,1.3993,0.7906,0.520,1.228,0.694
HATS-16,5738.0,1.238,1.49000,1.49000,757.04,0.9155,2.1606,1.2207,1.209,2.854,1.612
HATS-17,5846.0,1.091,1.24000,1.24000,400.33,0.8352,1.9710,1.1136,2.086,4.923,2.782
HATS-18,5600.0,1.020,,0.92310,624.37,0.7206,1.7006,0.9608,1.154,2.724,1.539
HATS-2,5227.0,0.898,0.53951,0.53951,341.93,0.5509,1.3001,0.7345,1.611,3.802,2.148
HATS-22,4803.0,0.689,0.22600,0.22600,229.52,0.3565,0.8414,0.4754,1.553,3.666,2.071
HATS-23,5780.0,1.199,1.43000,1.43000,639.00,0.8969,2.1166,1.1958,1.404,3.312,1.871
HATS-24,6125.0,1.120,1.54882,1.54882,494.18,0.9334,2.2028,1.2445,1.889,4.457,2.518
HATS-25,5715.0,1.107,1.17000,1.17000,471.16,0.8112,1.9145,1.0817,1.722,4.063,2.296
HATS-26,6071.0,2.040,5.06000,5.06000,861.84,1.6871,3.9815,2.2494,1.958,4.620,2.610
HATS-27,6438.0,1.740,4.67000,4.67000,816.99,1.6208,3.8250,2.1610,1.984,4.682,2.645
HATS-28,5498.0,0.922,0.69600,0.69600,535.38,0.6257,1.4767,0.8343,1.169,2.758,1.558
HATS-29,5670.0,1.073,1.07000,1.07000,353.89,0.7758,1.8309,1.0344,2.192,5.174,2.923
HATS-3,6351.0,1.404,2.85759,2.85759,411.21,1.2678,2.9921,1.6904,3.083,7.276,4.111
HATS-30,5943.0,1.061,1.25000,1.25000,342.14,0.8385,1.9789,1.1180,2.451,5.784,3.268
HATS-31,6050.0,1.870,4.16000,4.16000,773.97,1.5297,3.6101,2.0396,1.976,4.664,2.635
HATS-32,5700.0,1.097,1.14000,1.14000,745.12,0.8008,1.8898,1.0677,1.075,2.536,1.433
HATS-33,5659.0,1.022,0.96000,0.96000,248.46,0.7348,1.7342,0.9798,2.958,6.980,3.943
HATS-34,5380.0,0.980,0.72400,0.72400,508.84,0.6382,1.5061,0.8509,1.254,2.960,1.672
HATS-35,6300.0,1.433,2.92000,2.92000,514.55,1.2816,3.0246,1.7088,2.491,5.878,3.321
HATS-36,5950.0,1.100,,1.36820,856.44,0.8773,2.0704,1.1697,1.024,2.417,1.366
HATS-37 A,5326.0,0.877,0.55500,0.55500,211.90,0.5587,1.3186,0.7450,2.637,6.223,3.516
HATS-38,5732.0,1.105,1.17900,1.17900,343.52,0.8144,1.9219,1.0858,2.371,5.595,3.161
HATS-39,6572.0,1.621,4.37000,4.37000,878.52,1.5678,3.7001,2.0905,1.785,4.212,2.380
HATS-4,5403.0,0.925,0.65013,0.65013,416.46,0.6047,1.4272,0.8063,1.452,3.427,1.936
HATS-40,6460.0,2.260,8.00000,8.00000,1342.29,2.1213,5.0063,2.8284,1.580,3.730,2.107
HATS-41,6424.0,1.710,4.50000,4.50000,737.67,1.5910,3.7547,2.1213,2.157,5.090,2.876
HATS-42,6060.0,1.480,2.66000,2.66000,800.38,1.2232,2.8868,1.6310,1.528,3.607,2.038
HATS-43,5099.0,0.812,0.40000,0.40000,362.27,0.4743,1.1194,0.6325,1.309,3.090,1.746
HATS-44,5080.0,0.847,0.40000,0.40000,446.04,0.4743,1.1194,0.6325,1.063,2.510,1.418
HATS-45,6450.0,1.315,2.66000,2.66000,772.11,1.2232,2.8868,1.6310,1.584,3.739,2.112
HATS-46,5495.0,0.853,0.58900,0.58900,453.81,0.5756,1.3584,0.7675,1.268,2.993,1.691
HATS-47,4512.0,0.656,0.15990,0.15990,300.67,0.2999,0.7078,0.3999,0.997,2.354,1.330
HATS-48 A,4546.0,0.715,0.19550,0.19550,263.61,0.3316,0.7826,0.4422,1.258,2.969,1.677
HATS-49,4405.0,0.698,0.16410,0.16410,324.41,0.3038,0.7170,0.4051,0.937,2.210,1.249
HATS-5,5304.0,0.871,0.53951,0.53951,246.38,0.5509,1.3001,0.7345,2.236,5.277,2.981
HATS-50,5990.0,1.117,1.39000,1.39000,756.74,0.8842,2.0868,1.1790,1.168,2.758,1.558
HATS-51,5758.0,1.440,2.04000,2.04000,389.57,1.0712,2.5281,1.4283,2.750,6.489,3.666
HATS-52,6010.0,1.046,1.17000,1.17000,555.13,0.8112,1.9145,1.0817,1.461,3.449,1.948
HATS-53,5644.0,1.101,1.11000,1.11000,585.77,0.7902,1.8648,1.0536,1.349,3.184,1.799
HATS-54,5621.0,1.230,1.30200,1.30200,748.59,0.8558,2.0197,1.1411,1.143,2.698,1.524
HATS-55,6214.0,1.126,1.69400,1.69400,609.84,0.9762,2.3037,1.3015,1.601,3.778,2.134
HATS-56,6536.0,2.201,7.90000,7.90000,564.41,2.1080,4.9749,2.8107,3.735,8.814,4.980
HATS-57,5587.0,0.960,0.80500,0.80500,279.49,0.6729,1.5881,0.8972,2.408,5.682,3.210
HATS-58 A,7175.0,1.433,4.89000,4.89000,403.59,1.6585,3.9141,2.2113,4.109,9.698,5.479
HATS-59,5670.0,1.036,0.99000,0.99000,642.88,0.7462,1.7611,0.9950,1.161,2.739,1.548
HATS-6,3724.0,0.570,,0.05637,169.32,0.1781,0.4203,0.2374,1.052,2.482,1.402
HATS-60,5688.0,1.460,1.99600,1.99600,486.47,1.0596,2.5007,1.4128,2.178,5.140,2.904
HATS-61,5542.0,1.664,2.34000,2.34000,679.76,1.1473,2.7076,1.5297,1.688,3.983,2.250
HATS-62,5416.0,0.933,0.67100,0.67100,523.07,0.6144,1.4499,0.8191,1.175,2.772,1.566
HATS-63,5627.0,1.070,1.02800,1.02800,623.23,0.7604,1.7946,1.0139,1.220,2.880,1.627
HATS-64,6554.0,2.113,7.37000,7.37000,1080.15,2.0361,4.8052,2.7148,1.885,4.449,2.513
HATS-65,6277.0,1.310,2.38000,2.38000,493.32,1.1570,2.7306,1.5427,2.345,5.535,3.127
HATS-66,6626.0,1.841,5.85000,5.85000,1477.98,1.8140,4.2811,2.4187,1.227,2.897,1.636
HATS-67,6594.0,1.441,3.52000,3.52000,960.11,1.4071,3.3208,1.8762,1.466,3.459,1.954
HATS-68,6147.0,1.748,3.91000,3.91000,603.96,1.4830,3.4999,1.9774,2.456,5.795,3.274
HATS-69,5137.0,0.878,0.48130,0.48130,414.54,0.5203,1.2280,0.6938,1.255,2.962,1.674
HATS-7,4985.0,0.815,0.36800,0.36800,240.71,0.4550,1.0737,0.6066,1.890,4.461,2.520
HATS-70,7930.0,1.881,12.00000,12.00000,1458.83,2.5981,6.1315,3.4641,1.781,4.203,2.375
HATS-71,3405.0,0.478,0.02755,0.02755,140.22,0.1245,0.2938,0.1660,0.888,2.095,1.184
HATS-72,4656.1,0.721,0.21930,0.21930,127.59,0.3512,0.8289,0.4683,2.753,6.496,3.670
HATS-74 A,3776.9,0.576,0.06080,0.06080,299.39,0.1849,0.4364,0.2466,0.618,1.458,0.824
HATS-75,3790.4,0.585,0.06359,0.06359,194.96,0.1891,0.4463,0.2522,0.970,2.289,1.293
HATS-76,4016.0,0.626,0.09160,0.09160,385.69,0.2270,0.5357,0.3027,0.589,1.389,0.785
HATS-77,4071.0,0.643,0.10190,0.10190,436.18,0.2394,0.5650,0.3192,0.549,1.295,0.732
HATS-8,5679.0,1.086,,1.10674,794.64,0.7890,1.8621,1.0520,0.993,2.343,1.324
HATS-9,5599.0,1.560,,2.15768,638.70,1.1017,2.6000,1.4689,1.725,4.071,2.300
HD 100546,10500.0,,31.62278,31.62278,109.68,4.2176,9.9534,5.6234,38.454,90.752,51.272
HD 100655,4891.0,10.060,,52.24965,137.18,5.4213,12.7943,7.2284,39.520,93.268,52.694
HD 100777,,,,,49.53,,,,,,
HD 10180,5911.0,1.109,,1.35458,38.96,0.8729,2.0600,1.1639,22.405,52.875,29.873
HD 101930,5108.0,0.860,,0.45425,30.03,0.5055,1.1929,0.6740,16.834,39.729,22.446
HD 102117,5655.0,1.230,,1.39585,39.58,0.8861,2.0912,1.1815,22.388,52.835,29.851
HD 102195,5301.0,0.820,,0.47902,29.34,0.5191,1.2250,0.6921,17.693,41.755,23.591
HD 102272,4790.0,10.300,,50.38639,347.10,5.3238,12.5641,7.0983,15.338,36.198,20.451
HD 102329,4745.0,9.820,,44.10264,217.11,4.9807,11.7545,6.6410,22.941,54.142,30.589
HD 102329,,,,,217.11,,,,,,
HD 102365,5630.0,,,,9.29,,,,,,
HD 102843,5436.0,,,,62.76,,,,,,
HD 102956,4985.0,4.550,,11.53401,121.89,2.5471,6.0112,3.3962,20.897,49.317,27.863
HD 103197,5250.0,0.880,,0.53076,57.15,0.5464,1.2895,0.7285,9.561,22.565,12.749
HD 103720,5017.0,0.730,,0.30459,45.54,0.4139,0.9769,0.5519,9.090,21.453,12.120
HD 103774,6489.0,,3.49945,3.49945,56.41,1.4030,3.3111,1.8707,24.872,58.698,33.163
HD 103891,6072.0,2.220,6.11000,6.11000,55.52,1.8539,4.3752,2.4718,33.390,78.801,44.521
HD 103949,4792.0,,,,26.50,,,,,,
HD 104067,4937.0,0.740,,0.29350,20.36,0.4063,0.9589,0.5418,19.954,47.091,26.605
HD 10442,4912.0,1.970,,2.03827,135.37,1.0708,2.5270,1.4277,7.910,18.667,10.546
HD 104985,4738.0,11.120,58.87000,58.87000,100.58,5.7545,13.5806,7.6727,57.216,135.029,76.287
HD 105618,,,,,70.08,,,,,,
HD 105779,5792.0,0.940,0.78000,0.78000,55.24,0.6624,1.5632,0.8832,11.991,28.298,15.988
HD 106252,5874.0,1.100,,1.29962,38.19,0.8550,2.0178,1.1400,22.391,52.843,29.855
HD 106270,5509.0,2.660,,5.87965,93.81,1.8186,4.2919,2.4248,19.386,45.752,25.849
HD 106315,6327.0,1.296,,2.42828,109.35,1.1687,2.7582,1.5583,10.688,25.223,14.250
HD 10647,6218.0,1.100,1.40929,1.40929,17.34,0.8904,2.1012,1.1871,51.359,121.208,68.479
HD 106515 A,,,,,34.09,,,,,,
HD 106906,6516.0,,5.62341,5.62341,103.03,1.7785,4.1973,2.3714,17.262,40.739,23.017
HD 10697,,,,,33.12,,,,,,
HD 107148,5797.0,,,,49.42,,,,,,
HD 107148,5752.9,1.169,,1.35089,49.42,0.8717,2.0572,1.1623,17.640,41.631,23.521
HD 108147,6255.7,1.207,2.00893,2.00893,38.92,1.0630,2.5087,1.4174,27.313,64.459,36.417
HD 108202,,,,,38.68,,,,,,
HD 108236,5660.0,0.877,0.70800,0.70800,64.60,0.6311,1.4893,0.8414,9.769,23.055,13.026
HD 108341,5122.0,0.790,,0.38753,48.91,0.4669,1.1019,0.6225,9.546,22.528,12.728
HD 108863,4878.0,5.740,,16.83014,164.74,3.0768,7.2613,4.1025,18.677,44.077,24.902
HD 108874,5600.0,1.050,,0.97820,59.52,0.7418,1.7506,0.9890,12.463,29.413,16.618
HD 108874,5551.0,,,,59.52,,,,,,
HD 109246,5844.0,1.070,,1.20477,67.83,0.8232,1.9428,1.0976,12.136,28.640,16.181
HD 109271,5783.0,,1.99986,1.99986,55.87,1.0606,2.5031,1.4142,18.983,44.800,25.311
HD 109286,5694.0,1.089,,1.12466,55.42,0.7954,1.8771,1.0605,14.353,33.873,19.137
HD 109749,5824.0,1.220,1.54882,1.54882,63.08,0.9334,2.2028,1.2445,14.796,34.919,19.728
HD 10975,4840.0,11.160,61.64000,61.64000,116.51,5.8883,13.8965,7.8511,50.541,119.277,67.388
HD 109833,5881.0,1.000,1.18000,1.18000,79.56,0.8147,1.9227,1.0863,10.241,24.168,13.654
HD 109988,,,,,42.53,,,,,,
HD 110014,4445.0,20.900,,153.84252,100.76,9.3025,21.9539,12.4033,92.325,217.887,123.100
HD 110067,5266.0,0.788,,0.43080,32.16,0.4923,1.1617,0.6564,15.307,36.125,20.410
HD 110082,6200.0,1.190,1.91000,1.91000,105.10,1.0365,2.4462,1.3820,9.863,23.276,13.150
HD 110113,5732.0,0.968,,0.91258,106.31,0.7165,1.6909,0.9553,6.740,15.906,8.986
HD 110537,,,,,45.09,,,,,,
HD 11112,,,,,44.38,,,,,,
HD 111232,,,,,28.96,,,,,,
HD 111591,4884.0,8.030,38.07000,38.07000,114.17,4.6276,10.9211,6.1701,40.534,95.659,54.045
HD 111998,,,,,33.22,,,,,,
HD 112300,3657.0,65.800,502.59000,502.59000,62.07,16.8139,39.6808,22.4185,270.872,639.257,361.162
HD 112570,4750.0,9.850,44.32000,44.32000,101.17,4.9930,11.7835,6.6573,49.354,116.477,65.806
HD 112640,4155.0,39.000,283.50000,283.50000,323.33,12.6281,29.8023,16.8375,39.056,92.172,52.074
HD 113337,,,,,36.18,,,,,,
HD 113538,4462.0,0.530,,0.10045,16.28,0.2377,0.5610,0.3169,14.600,34.455,19.466
HD 113996,4181.0,25.110,291.00000,291.00000,116.33,12.7940,30.1939,17.0587,109.977,259.545,146.636
HD 114082,6651.0,1.490,3.83000,3.83000,95.39,1.4678,3.4640,1.9570,15.387,36.313,20.516
HD 114386,4836.0,0.760,,0.28502,27.92,0.4004,0.9449,0.5339,14.339,33.840,19.118
HD 114613,5641.0,2.140,,4.18359,20.28,1.5340,3.6203,2.0454,75.629,178.485,100.839
HD 114729,5844.0,1.473,,2.28320,37.81,1.1333,2.6745,1.5110,29.976,70.743,39.968
HD 114783,5135.0,,,,21.06,,,,,,
HD 114783,,,,,21.06,,,,,,
HD 11505,,,,,38.97,,,,,,
HD 11506,,,,,51.26,,,,,,
HD 115404 A,,,,,10.98,,,,,,
HD 115954,5957.0,1.213,,1.67159,87.64,0.9697,2.2884,1.2929,11.064,26.111,14.752
HD 116029,,,,,123.25,,,,,,
HD 116029,4819.0,4.890,,11.63435,123.25,2.5582,6.0373,3.4109,20.757,48.986,27.676
HD 117207,5732.0,1.074,,1.12339,32.35,0.7949,1.8760,1.0599,24.569,57.983,32.759
HD 11755,4312.0,20.580,,132.09990,235.04,8.6201,20.3434,11.4935,36.674,86.551,48.899
HD 117618,5990.0,,,,37.78,,,,,,
HD 118203,5683.0,2.102,4.15000,4.15000,92.26,1.5279,3.6058,2.0372,16.561,39.083,22.081
HD 11964,5303.0,2.010,2.87770,2.87770,33.54,1.2723,3.0026,1.6964,37.937,89.531,50.582
HD 11977,4970.0,10.090,,56.04084,67.93,5.6145,13.2503,7.4860,82.648,195.049,110.197
HD 120084,4879.0,10.370,54.68000,54.68000,103.04,5.5459,13.0884,7.3946,53.821,127.018,71.762
HD 121504,6027.0,1.070,,1.36292,41.66,0.8756,2.0664,1.1674,21.018,49.602,28.024
HD 12235,,,,,31.76,,,,,,
HD 122562,,,,,53.25,,,,,,
HD 124330,5873.0,,,,60.20,,,,,,
HD 12484,5920.0,,,,48.34,,,,,,
HD 125271,,,,,39.35,,,,,,
HD 125390,,,,,153.65,,,,,,
HD 125595,4691.0,0.740,,0.23923,28.20,0.3668,0.8657,0.4891,13.009,30.701,17.345
HD 125612,,,,,57.62,,,,,,
HD 12648,4835.0,11.020,,59.87504,182.19,5.8034,13.6961,7.7379,31.853,75.174,42.471
HD 126525,5638.0,0.979,,0.87370,37.65,0.7010,1.6545,0.9347,18.620,43.942,24.826
HD 12661,5748.0,1.110,1.15611,1.15611,37.85,0.8064,1.9032,1.0752,21.307,50.284,28.409
HD 12661,5645.0,1.200,,1.31921,37.85,0.8614,2.0330,1.1486,22.760,53.714,30.347
HD 126614,,,,,73.10,,,,,,
HD 127506,,,,,22.53,,,,,,
HD 128311,,0.760,,,16.33,,,,,,
HD 128356,4875.0,0.850,0.36000,0.36000,26.15,0.4500,1.0620,0.6000,17.205,40.604,22.940
HD 129445,,,,,67.44,,,,,,
HD 130322,5387.0,0.850,,0.54894,31.88,0.5557,1.3114,0.7409,17.432,41.140,23.243
HD 131496,4846.0,4.440,,9.80836,131.85,2.3489,5.5433,3.1318,17.815,42.043,23.753
HD 13167,5671.0,2.390,,5.33005,148.93,1.7315,4.0864,2.3087,11.626,27.438,15.501
HD 13189,4175.0,38.410,,404.40012,497.82,15.0823,35.5942,20.1097,30.296,71.500,40.395
HD 132406,5783.0,1.340,,1.81184,70.78,1.0095,2.3825,1.3460,14.262,33.659,19.016
HD 132563,6289.0,1.296,2.36635,2.36635,105.16,1.1537,2.7228,1.5383,10.972,25.893,14.629
HD 133131 A,5799.0,,,,51.47,,,,,,
HD 133131 B,5805.0,,,,51.30,,,,,,
HD 134060,5966.0,,1.44000,1.44000,24.01,0.9000,2.1240,1.2000,37.480,88.454,49.974
HD 134606,5576.0,1.158,1.16100,1.16100,26.79,0.8081,1.9072,1.0775,30.164,71.187,40.219
HD 134987,5585.0,1.250,1.80000,1.80000,26.18,1.0062,2.3747,1.3416,38.435,90.705,51.246
HD 134987,5736.0,1.220,,1.45363,26.18,0.9042,2.1340,1.2057,34.539,81.512,46.052
HD 135625,,,,,56.52,,,,,,
HD 135872,,,,,82.43,,,,,,
HD 136118,,,,,51.44,,,,,,
HD 136352,5664.0,1.058,1.03800,1.03800,14.68,0.7641,1.8033,1.0188,52.044,122.825,69.393
HD 136418,4989.0,3.780,,7.98609,105.17,2.1195,5.0020,2.8260,20.153,47.562,26.871
HD 136925,5773.2,1.193,,1.42659,47.87,0.8958,2.1141,1.1944,18.712,44.159,24.949
HD 13724,,,,,43.47,,,,,,
HD 137388,5181.0,0.880,,0.50340,40.48,0.5321,1.2558,0.7095,13.144,31.020,17.526
HD 137496,5799.0,1.590,,2.57931,155.32,1.2045,2.8427,1.6060,7.755,18.302,10.340
HD 13808,5035.0,0.781,,0.35367,28.23,0.4460,1.0526,0.5947,15.799,37.287,21.066
HD 13908,6255.0,1.670,3.99945,3.99945,79.55,1.4999,3.5398,1.9999,18.854,44.496,25.139
HD 13931,5867.0,1.250,,1.67025,47.40,0.9693,2.2875,1.2924,20.451,48.264,27.268
HD 139357,,,,,112.09,,,,,,
HD 1397,5521.0,2.336,4.57000,4.57000,79.57,1.6033,3.7838,2.1378,20.150,47.553,26.866
HD 14067,4815.0,12.400,79.06786,79.06786,142.02,6.6690,15.7389,8.8920,46.957,110.818,62.609
HD 140901,,,,,15.25,,,,,,
HD 140901,,,,,15.25,,,,,,
HD 141004,5885.4,1.389,,2.08946,11.81,1.0841,2.5585,1.4455,91.760,216.553,122.346
HD 141399,5600.0,,,,37.02,,,,,,
HD 141937,5870.0,1.030,,1.13638,33.36,0.7995,1.8868,1.0660,23.965,56.556,31.953
HD 142,,,,,26.19,,,,,,
HD 142022 A,5421.0,1.040,,0.84272,34.28,0.6885,1.6249,0.9180,20.084,47.399,26.779
HD 142245,4922.0,4.630,,11.35077,97.23,2.5268,5.9633,3.3691,25.988,61.331,34.651
HD 142415,5940.0,1.040,,1.21481,35.53,0.8266,1.9509,1.1022,23.265,54.905,31.020
HD 143105,6380.0,,,,46.78,,,,,,
HD 143361,5507.0,0.916,,0.69622,68.51,0.6258,1.4769,0.8344,9.134,21.556,12.178
HD 144899,,,,,115.67,,,,,,
HD 145377,6014.0,1.050,,1.30116,53.49,0.8555,2.0190,1.1407,15.994,37.747,21.326
HD 145457,4757.0,9.900,45.20000,45.20000,135.29,5.0423,11.8999,6.7231,37.270,87.957,49.693
HD 145934,,,,,227.88,,,,,,
HD 1461,5765.0,,,,23.45,,,,,,
HD 147018,5441.0,,,,40.43,,,,,,
HD 147379,4090.0,,,,10.76,,,,,,
HD 147513,5883.0,,0.97724,0.97724,12.90,0.7414,1.7497,0.9886,57.460,135.605,76.613
HD 14787,4946.0,5.010,,13.55154,119.14,2.7609,6.5158,3.6812,23.174,54.692,30.899
HD 147873,5972.0,2.290,5.99000,5.99000,109.06,1.8356,4.3320,2.4474,16.832,39.723,22.442
HD 148156,6308.0,1.210,1.78000,1.78000,57.13,1.0006,2.3615,1.3342,17.515,41.336,23.354
HD 148164,6032.0,1.340,2.13796,2.13796,77.20,1.0966,2.5881,1.4622,14.206,33.525,18.941
HD 148427,5025.0,3.860,,8.57069,71.35,2.1957,5.1818,2.9276,30.773,72.625,41.031
HD 149026,6179.0,1.410,,2.61462,75.86,1.2127,2.8620,1.6170,15.986,37.726,21.314
HD 149143,5856.0,1.440,2.23872,2.23872,73.28,1.1222,2.6483,1.4962,15.314,36.140,20.418
HD 149806,,,,,20.27,,,,,,
HD 150010,4153.0,16.200,96.00000,96.00000,144.49,7.3485,17.3424,9.7980,50.858,120.025,67.811
HD 1502,4947.0,4.670,,11.78415,190.95,2.5746,6.0761,3.4328,13.483,31.820,17.977
HD 150706,5961.0,0.960,,1.04982,28.27,0.7685,1.8136,1.0246,27.183,64.152,36.244
HD 151450,,,,,43.60,,,,,,
HD 152079,5907.0,1.128,,1.39760,87.89,0.8867,2.0925,1.1822,10.088,23.808,13.451
HD 152581,5027.0,5.140,,15.22154,165.76,2.9261,6.9056,3.9015,17.653,41.660,23.537
HD 152843,6310.0,1.430,,2.92473,107.90,1.2826,3.0270,1.7102,11.888,28.055,15.850
HD 15337,5125.0,0.856,,0.45606,44.82,0.5065,1.1953,0.6753,11.302,26.672,15.069
HD 153557,,,,,17.94,,,,,,
HD 153950,6124.0,1.280,,2.07901,48.45,1.0814,2.5521,1.4419,22.318,52.670,29.757
HD 154088,5374.0,,0.74000,0.74000,18.27,0.6452,1.5226,0.8602,35.315,83.343,47.086
HD 154345,5468.0,0.850,,0.58270,18.28,0.5725,1.3511,0.7634,31.312,73.897,41.750
HD 154391,4909.0,8.560,38.12000,38.12000,100.95,4.6306,10.9282,6.1741,45.872,108.257,61.162
HD 154672,5743.0,1.320,,1.71001,63.05,0.9808,2.3146,1.3077,15.556,36.711,20.741
HD 154857,5605.0,1.760,,2.75819,63.45,1.2456,2.9396,1.6608,19.632,46.330,26.175
HD 154857,5589.0,2.300,,4.65681,63.45,1.6185,3.8196,2.1580,25.509,60.200,34.011
HD 155193,6239.0,,,,57.80,,,,,,
HD 155358,5900.0,,,,43.62,,,,,,
